Identifiant;Nom Etablissement;Numéro Siret;Adresse;Code Postal;Commune;Departement;Region;coordonnées_x;coordonnées_y;Code APE;Libellé APE;Code Eprtr;Libelle Eprtr;coordonnees
544.00775;SICA SA DES NAISSEURS DE LA MEE;37889926400022;Les Courtes;44170;JANS;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;303081;2298678;0146Z;Élevage de porcins;7.(a).(iii);disposant de 750 emplacements pour truies;47.6204321318, -1.61510223131
54900177;earl la joliviere;34373777100026;La Jolivière;49110;LA BOISSIERE-SUR-EVRE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;341675;2261076;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.298846563, -1.08041733662
56017079;sas oeufs de kerlo;39801062900010;KERLO;56500;BIGNAN;MORBIHAN;BRETAGNE;218100;2332399;0147Z;Élevage de volailles;;;47.8791787746, -2.77241358892
Le Pron;56220;CADEN;MORBIHAN;BRETAGNE;252800;2302600;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;;;;
56080006;EARL DU DOMAINE;31262960300019;LE DOMAINE;56490;GUILLIERS;MORBIHAN;BRETAGNE;246632;2348763;0150Z;Culture et élevage associés;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.0421189645, -2.4048738983
56099062;EARL DE KERDAVID;49816484700010;KERDAVID;56160;LANGOELAN;MORBIHAN;BRETAGNE;185580;2361300;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.1186226665, -3.23342018462
56120050;SCEA DES DEUX BUTTES;38492353800027;LEVREL;56390;LOCQUELTAS;MORBIHAN;BRETAGNE;217612;2318961;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);47.758294431, -2.76726500672
068.02962;Société des Céramiques Techniques;43394048300012;BP 9;65460;BAZET;HAUTES-PYRENEES;MIDI-PYRENEES;455599;1812590;2343Z;Fabrication d'isolateurs et pièces isolantes en céramique;;;43.3009712868, 0.559843532833
068.03407;COLIEGE METALCO EMBALLAGES;40859832400015;44 -  rue Jean d'Alembert;31023;TOULOUSE;HAUTE-GARONNE;MIDI-PYRENEES;522864;1843338;2592Z;Fabrication d'emballages métalliques légers;9.(c);Installations destinées au traitement de surface de matières -  d'objets ou de produits à l'aide de solvants organiques -  notamment pour les opérations d'apprêt -  d'impression -  de revêtement -  de dégraissage -  d'imperméabilisation -  de collage -  de peinture -  de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an;43.5877622191, 1.38277193705
75600149;GAEC TREGUEE;32855077700010;Tréguée;29400;BODILIS;FINISTERE;BRETAGNE;123768;2411906;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.5298228086, -4.11645772131
061.09053;CEA - INES;77568501900298;50 avenue du Lac Léman;73375;LE BOURGET-DU-LAC;SAVOIE;RHONE-ALPES;875486.9;2077558.2;7219Z;Recherche-développement en autres sciences physiques et naturelles;;;45.6426433967, 5.87110919823
065.05294;SEGRO FRANCE;79500369800011;ZAC de Courtaboeuf;;;;;;;;;;;
064.01593;COOPERATIVE VINICOLE DE ROUSSET;78276513500010;;13790;ROUSSET;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;866191;1836570;1102B;Vinification;;;43.4811460018, 5.62281522725
070.02243;SIENOR;38944297100021;ZI n° 3 - Rue Jean Monnet BP 89;59111;LIEU-SAINT-AMAND;NORD;NORD-PAS-DE-CALAIS;670632.92199919;2586747.025867;2932Z;Fabrication d'autres équipements automobiles;;;50.2721229986, 3.32555000473
070.03529;IKOS ENVIRONNEMENT;39827720200089;La Ramonière;62650;BIMONT;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;569015;2616352;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;50.5409660971, 1.90028112844
100.00951;Source Saint CYR;40257188900052;14 avenue Buffon Orléans la Source;45100;ORLEANS;LOIRET;CENTRE;570674;2313502;1107A;Industrie des eaux de table;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour;47.8202669933, 1.94491737448
065.00297;ABB FRANCE;33514631200186;;77340;CHAMPAGNE-SUR-SEINE;SEINE-ET-MARNE;ILE-DE-FRANCE;634000;2377300;312A;Fabrication de matériel de distribution et de commande électrique pour basse tension;;;48.3937126492, 2.79550245704
068.02393;AUGROS PACKAGING METAL;42362388300018;;31120;PORTET-SUR-GARONNE;HAUTE-GARONNE;MIDI-PYRENEES;522627;1836626;;non renseigné;;;43.5274162548, 1.38085146628
070.00768;Dinde des Pays du Nord;32232444300025;;62305;LENS;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;634678;2604079;151C;Production de viandes de volailles;;;50.4306690284, 2.82359798468
068.03622;KNAUF INDUSTRIES SUD OUEST;34788307600015;;31000;TOULOUSE;HAUTE-GARONNE;MIDI-PYRENEES;525825;1839225;252C;Fabrication d'emballages en matières plastiques;;;43.551115493, 1.41997527773
11138002;SARL LA CLAU;39838560900019;;11400;FENDEILLE;AUDE;LANGUEDOC-ROUSSILLON;568048;1807445;013Z;Culture et élevage associés;;;43.2686969164, 1.94368572828
12142051;GAEC DE CASSAN;34494527400019;;12390;MAYRAN;AVEYRON;MIDI-PYRENEES;602112;1931956;;non renseigné;;;44.388673088, 2.36304856628
221.00266;Sofunag Environnement;42352699500018;;97160;Le Moule;GUADELOUPE;GUADELOUPE;679466.140984;1803988.21812;141C;Extraction de calcaire industriel -  de gypse et de craie;;;43.2339262606, 3.31313993431
75200162;BROGARD PASCAL;40347619500017;;56500;MOUSTOIR-AC;MORBIHAN;BRETAGNE;213300;2329999;;non renseigné;;;47.8548197668, -2.83433281359
051.01510;PENOX SA - USINE DE RIEUX;34104733000038;;60871;RIEUX;OISE;PICARDIE;613000;2478000;241C;Fabrication de colorants et de pigments;;;49.2995024489, 2.51508592607
058.01243;ECOSTU'AIR;25760440500023;;76170;SAINT-JEAN-DE-FOLLEVILLE;SEINE-MARITIME;HAUTE-NORMANDIE;466971;2504400;900B;Enlèvement et traitement des ordures ménagères;;;49.5228172682, 0.500876502619
051.00462;FRAÎCHEUR D'EUROPE;31245022400042;;02290;VIC-SUR-AISNE;AISNE;PICARDIE;656611;2490026;153A;Transformation et conservation de pommes de terre;;;49.4051528655, 3.11580211521
75100231;Gildas GOURIOU;35282449400012;;22140;BEGARD;COTES-D'ARMOR;BRETAGNE;184556;2417965;;non renseigné;;;48.6261242809, -3.30168323325
057.01529;L'AMMONIAC AGRICOLE;04555066200030;;51230;FERE-CHAMPENOISE;MARNE;CHAMPAGNE-ARDENNES;721616;2418663;515L;Commerce de gros de produits chimiques;;;48.7549410339, 3.98981080379
058.02195;Centrale thermique de Smurfit Socar;41796885600050;;27200;VERNON;EURE;HAUTE-NORMANDIE;537205;2455825;403Z;Production et distribution de chaleur;;;49.0973072584, 1.47722242002
169.00015;SYNBIOTICS EUROPE;41238121200023;;69367;LYON;RHONE;RHONE-ALPES;793467;2083692;731Z;Recherche-développement en sciences physiques et naturelles;;;45.7260341001, 4.82211044034
052.01479;SOLEAL - Borderes;35246829200037;239 -  route de Castandet;40270;BORDERES-ET-LAMENSANS;LANDES;AQUITAINE;380001.55;1797631.28;1039A;Autre transformation et conservation de légumes;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle);43.1472714536, -0.363389348165
052.02274;RAYNAL ET ROQUELAURE;42608008100059;9 rue des silos   CS30044;47110;SAINTE-LIVRADE-SUR-LOT;LOT-ET-GARONNE;AQUITAINE;461049;1934597;1085Z;Fabrication de plats préparés;;;44.3985601439, 0.593582358248
29196113;EARL DES TROIS VALLEES;40497284600012;Kerzédoc;29830;PLOUGUIN;FINISTERE;BRETAGNE;88199;2414374;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.5247253744, -4.59895150296
052.02355;ETS PRIEUR;31531171200014;29 -  avenue de Cambo;64600;ANGLET;PYRENEES-ATLANTIQUES;AQUITAINE;288015;1838537;3831Z;Démantèlement d'épaves;;;43.4800825353, -1.5153642715
064.01283;SOCOPA Viandes;50851378500016;SOCOPA Viandes Site de l'Isle sur la Sorgue ZA La Petite Marine;84800;L'ISLE-SUR-LA-SORGUE;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;818099;1883800;1011Z;Transformation et conservation de la viande de boucherie;;;43.9218585743, 5.04973275801
49002488;PONANT (EARL DU);41888317900016;les Cimbronières;49600;SAINT-PHILBERT-EN-MAUGES;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;345744;2244438;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.1508930617, -1.01727454909
062.00667;SEEV VANDOEUVRE;49750571900011;18 Avenue Jeanne D' Arc;54500;VANDOEUVRE-LES-NANCY;MEURTHE-ET-MOSELLE;LORRAINE;882125;2413775;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.6607250784, 6.16613769118
054.01247;DESPLAT;72552063900016;32 -  rue Paul Sabatier;71530;CRISSEY;SAONE-ET-LOIRE;BOURGOGNE;792864.59531757;2205685.1127198;3832Z;Récupération de déchets triés;;;46.8232018245, 4.86476000394
054.01310;SICLI OPERATIONS FRANCE;79915778900014;ZI La Saunière;89600;SAINT-FLORENTIN;YONNE;BOURGOGNE;704484.34;2332517.24;3299Z;Autres activités manufacturières n.c.a.;;;47.9835748917, 3.73612821593
054.01324;SELNI SAS;44030310500025;6 -  Rue Louise Michel;58000;NEVERS;NIEVRE;BOURGOGNE;662475;2220888;2711Z;Fabrication de moteurs -  génératrices et transformateurs électriques;;;46.9849331888, 3.15784037568
100.05631;IMERYS TC Site de Grossouvre;44935422400288;;18600;GROSSOUVRE;CHER;CENTRE;646124;2208886;2332Z;Fabrication de briques -  tuiles et produits de construction -  en terre cuite;;;46.8782975556, 2.94168339337
052.00110;CORENSO FRANCE;77811618600025;USINE SOUSTRE;24700;MOULIN-NEUF;DORDOGNE;AQUITAINE;419812;2003714;1712Z;Fabrication de papier et de carton;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré -  les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour;45.0104830714, 0.0513598441947
74289050;SARL Le Fromager de la Fruitière du Val de Fier;42812921700017;;74150;VALLIERES;HAUTE-SAVOIE;RHONE-ALPES;879100;2106600;1051C;Fabrication de fromage;;;45.9021811056, 5.93444372543
052.01349;Vermilion Rep Dépôt de Cazaux;41096483700083;Rue de la Caone La Teste de Buch - Cazaux;33260;LA TESTE-DE-BUSH;GIRONDE;AQUITAINE;321700;1954850;0610Z;Extraction de pétrole brut;;;44.5387975213, -1.16397134379
49002391;AMELYS (EARL LES);40524575400016;;49120;LA TOURLANDRY;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;369912;2242457;012G;Elevage de volailles;;;47.1419216856, -0.697807828683
055.00736;PAULET PAUL;37588080400014;ZI de Pouldavid 4 -  rue du Pont Dinou;29177;DOUARNENEZ;FINISTERE;BRETAGNE;748729.64485955;2344264.9634208;1020Z;Transformation et conservation de poisson -  de crustacés et de mollusques;;;48.0806018922, 4.3325900042
052.02680;SANOFI CHIMIE;42870620400081;Plateforme SOBEGI;64150;MOURENX;PYRENEES-ATLANTIQUES;AQUITAINE;361339;1824536;2110Z;Fabrication de produits pharmaceutiques de base;4.(e);Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base;43.3828477736, -0.604576373529
055.14430;SARL De la Ferme de Kervenach;35282449400012;;22540;LOUARGAT;COTES-D'ARMOR;BRETAGNE;181342;2411448;4633Z;Commerce de gros (commerce interentreprises) de produits laitiers -  œufs -  huiles et matières grasses comestibles;;;48.5656153493, -3.33877485948
052.05695;BERNIER FRERES SARL;48327370200017;Les Maisons;24160;SAINT-JORY-LAS-BLOUX;DORDOGNE;AQUITAINE;492600;2041100;3299Z;Autres activités manufacturières n.c.a.;;;45.3619365287, 0.96595762729
065.02172;GENERIS;41030348100130;;77330;OZOIR-LA-FERRIERE;SEINE-ET-MARNE;ILE-DE-FRANCE;627296.04351998;2417511.5939113;3821Z;Traitement et élimination des déchets non dangereux;;;48.7555019263, 2.70756000483
065.06239;PARIS EXPO;61201621200013;;75738;PARIS;PARIS;ILE-DE-FRANCE;600832;2428896;8110Z;Activités combinées de soutien lié aux bâtiments;;;48.8583988793, 2.34783786333
051.00672;SODEXAS;33361171300012;;02100;SAINT-QUENTIN;AISNE;PICARDIE;667957;2539585;151E;Préparation industrielle de produits à base de viandes;;;49.849097206, 3.2801609551
051.00808;fonderies de Wassigny Joassart;83568029900012;;02630;WASSIGNY;AISNE;PICARDIE;690463;2558230;275G;Fonderie d'autres métaux non ferreux;;;50.0136440222, 3.59678758621
057.01476;EHPF établissement SOREMAM;55204228500031;;51058;REIMS;MARNE;CHAMPAGNE-ARDENNES;723707;2474468;297A;Fabrication d'appareils électroménagers;;;49.2559065695, 4.03460865493
061.03385;ANDRE VERNAY TEINTURE;37977421900016;;42311;ROANNE;LOIRE;RHONE-ALPES;734200;2116500;;non renseigné;;;46.0354046009, 4.07027072768
061.03634;AIR LIQUIDE;;;69540;IRIGNY;RHONE;RHONE-ALPES;793600;2077700;241A;Fabrication de gaz industriels;;;45.6721154715, 4.82138574523
061.04435;CENTRE DE TRI DE PETIT-C_UR;37911312900017;;73260;AIGUEBLANCHE;SAVOIE;RHONE-ALPES;925700;2064373;900B;Enlèvement et traitement des ordures ménagères;;;45.502040692, 6.50527584437
054.01114;Etablissement de Maintenance du Matériel de DIJON;55204944757253;;21000;DIJON;COTE-D'OR;BOURGOGNE;804200;2261700;601Z;Transports ferroviaires;;;47.3234399136, 5.03846697795
03800001;bioMerieux Grenoble;67362039900133;5 rue des berges;38000;GRENOBLE;ISERE;RHONE-ALPES;864459.72;2028356.7;7211Z;Recherche-développement en biotechnologie;;;45.2047997681, 5.70279164675
063.01250;CHIMIDEROUIL;57204085595959;;44310;SAINT-PHILBERT-DE-GRAND-LIEU;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;297726;2233985;285A;Traitement et revêtement des métaux;;;47.0368127602, -1.64268934669
054.02281;Etablissement Français du Sang Bourgogne Franche Comté;42882285200052;;21078;DIJON;COTE-D'OR;BOURGOGNE;804200;2261700;851L;Centres de collecte et banques d'organes;;;47.3234399136, 5.03846697795
061.03255;ARKEMA (Usine de BRIGNOUD);31963279000386;;38190;VILLARD-BONNOT;ISERE;RHONE-ALPES;878370;2032259;241L;Fabrication de matières plastiques de base;;;45.2343706721, 5.88185670907
064.00580;ATE;96820138400052;;13724;MARIGNANE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;833750;1827514;285A;Traitement et revêtement des métaux;;;43.4112587378, 5.21860445183
064.00905;SILIM Incinérateur d'Arles;07280069100064;;13200;ARLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;784709;1854999;900B;Enlèvement et traitement des ordures ménagères;;;43.6726358857, 4.62419365173
061.03785;TEINTURERIES DE LA TURDINE (USINE ROUTE DE PARIS);72558001300011;;69170;TARARE;RHONE;RHONE-ALPES;762592;2101659;173Z;Ennoblissement textile;;;45.8957017546, 4.43179942244
064.01987;RICARD;;;13014;MARSEILLE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;846880;1815839;159B;Fabrication de spiritueux;;;43.301978724, 5.3747739063
062.01546;Syndicat Interhospitalier de Blanchisserie de Metz;26570345400016;;57070;METZ;MOSELLE;LORRAINE;879979;2464744;751G;Activités de soutien aux administrations;;;49.1191876093, 6.17077152984
056.00163;LABORATOIRES LYOCENTRE;40951435300013;;15130;SAINT-SIMON;CANTAL;AUVERGNE;612163;1995903;244C;Fabrication de médicaments;;;44.9636938669, 2.49065984033
051.00467;ROQUETTE Frères;35720005400124;Route de Compiegne -  Montigny-Lengrain 02290 Vic sur Aisne;02290;MONTIGNY-LENGRAIN;AISNE;PICARDIE;655289;2486367;1062Z;Fabrication de produits amylacés;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle);49.3724013163, 3.0971177285
063.01883;TERMINAL FRUITIER DE L'ATLANTIQUE;39323375400018;;44600;SAINT-NAZAIRE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;255960;2262718;;non renseigné;;;47.2745309186, -2.21323501957
100.00315;PERFECT CIRCLE EUROPE;57980836100011;;28100;DREUX;EURE-ET-LOIR;CENTRE;528697;2416954;343Z;Fabrication d'équipements automobiles;;;48.7471097203, 1.36737433823
75100376;Les ELEVEURS DE LA CHEVILLOTTE;;;25800;VALDAHON;DOUBS;FRANCHE-COMTE;903900;2246400;;non renseigné;;;47.1476589531, 6.34544935228
75200021;SARL LERAY;;;44500;LA BAULE-ESCOUBLAC;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;243400;2264899;;non renseigné;;;47.2874582487, -2.38067254239
75200082;FERMES DE ST GEORGES I et 2;;;49170;SAINT-GEORGES-SUR-LOIRE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;366312;2272237;;non renseigné;;;47.4083392774, -0.760706509086
75200165;LE BIGOT Camille;;;56500;NAIZIN;MORBIHAN;BRETAGNE;214450;2344825;;non renseigné;;;47.9885416609, -2.83201931007
064.00996;UNIVAR;56207142300171;;13340;ROGNAC;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;834699;1836000;515L;Commerce de gros de produits chimiques;;;43.4871557017, 5.23414924809
057.01445;USINE DE LAVANNES;30271595800104;;51420;WITRY-LES-REIMS;MARNE;CHAMPAGNE-ARDENNES;730077;2478693;157A;Fabrication d'aliments pour animaux de ferme;;;49.2925871745, 4.123337118
065.05700;LETICO;39194829600093;;95650;GENICOURT;VAL-D'OISE;ILE-DE-FRANCE;579718.463988;2455038.00315;512A;Commerce de gros de céréales et aliments pour le bétail;;;49.0930019429, 2.0590000051
065.06278;ETG;39264078500078;;92230;GENNEVILLIERS;HAUTS-DE-SEINE;ILE-DE-FRANCE;596900;2436500;284B;Découpage -  emboutissage;;;48.9267300155, 2.29422507486
29142051;SARL DE ROSSIVIN;44275636700011;;29190;LOTHEY;FINISTERE;BRETAGNE;127200;2372767;012E;Elevage de porcins;;;48.1816178391, -4.02730923192
301.00274;PFIZER PGM;43362368300060;;27106;VAL-DE-REUIL;EURE;HAUTE-NORMANDIE;517875;2475111;244C;Fabrication de médicaments;;;49.2683796373, 1.20895666397
35115003;C.P.V.B.;77768060400025;;35300;FOUGERES;ILLE-ET-VILAINE;BRETAGNE;338689.304359;2379317.10092;513C;Commerce de gros de viandes de boucherie;;;48.3600019052, -1.18999999369
061.02893;IMPACT ENVIRONNEMENT SERVICES;38870057700025;ZAC des Peupliers Avenue Aristide Bergès;38420;DOMENE;ISERE;RHONE-ALPES;873984;2028535;3812Z;Collecte des déchets dangereux;;;45.2026686324, 5.82396811831
070.00499;PPG AC FRANCE;57209324300622;ZI de Ruitz BP83;62620;RUITZ;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;617900;2608200;2030Z;Fabrication de peintures -  vernis -  encres et mastics;;;50.4683489585, 2.58810727969
060.00274;VALEO MATERIAUX DE FRICTION;43881012900025;Rue B. Thimonnier   BP 1532;87020;LIMOGES;HAUTE-VIENNE;LIMOUSIN;517565;2098528;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;;45.8820022072, 1.27459868722
100.01608;SOCCOIM;08688003600024;;45380;CHAINGY;LOIRET;CENTRE;557811;2320674;900B;Enlèvement et traitement des ordures ménagères;;;47.8840617432, 1.77246905025
100.02478;GSM;57217052000157;;18570;LE SUBDRAY;CHER;CENTRE;596718;2223412;142A;Production de sables et de granulats;;;47.01056261, 2.29336524812
064.00024;SOCIETE GARDANNAISE DE COGENERATION;41951966500055;site de l'Usine Aluminium PECHINEY Rue Victor HUGO;13541;GARDANNE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;853244.91;1832790.36;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;43.4519495963, 5.46130912312
10853981;GAEC GOURAUD;34273046200013;;85600;LA BOISSIERE-DE-MONTAIGU;VENDEE;PAYS-DE-LA-LOIRE;331352;2222489;012G;Elevage de volailles;;;46.9479590316, -1.19386678238
064.00225;Entrepôt Pétrolier de Puget sur Argens;41125821300031;196 Chemin de la plaine- Lieu dit Simian;83480;PUGET-SUR-ARGENS;VAR;PROVENCE-ALPES-COTE-D'AZUR;952243;1837875;5210B;Entreposage et stockage non frigorifique;;;43.4553252103, 6.684153787
